market_group,window_sec,date,title,score,final_margin,winner,loser,question,outcome,cushion,buy_trades,buy_size,min_price,last_price,net_roi_min_pct,net_roi_last_pct,trades_le_0.95,size_le_0.95,trades_le_0.97,size_le_0.97,trades_le_0.98,size_le_0.98,trades_le_0.99,size_le_0.99,trades_le_0.995,size_le_0.995,trades_le_0.999,size_le_0.999,conditionId,token,page_errors,error
loser_no,60,2026-06-13,United States vs. Paraguay,4-1,3,United States,Paraguay,Will Paraguay win on 2026-06-12?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x86f102a31cf4b12dbcf31ae8c62c526c0b538d5b7eb1af5947d0b0378522f926,102594678158116333791216414391276982990377500165768336344198363542304846610288,[],
loser_no,120,2026-06-13,United States vs. Paraguay,4-1,3,United States,Paraguay,Will Paraguay win on 2026-06-12?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x86f102a31cf4b12dbcf31ae8c62c526c0b538d5b7eb1af5947d0b0378522f926,102594678158116333791216414391276982990377500165768336344198363542304846610288,[],
loser_no,180,2026-06-13,United States vs. Paraguay,4-1,3,United States,Paraguay,Will Paraguay win on 2026-06-12?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x86f102a31cf4b12dbcf31ae8c62c526c0b538d5b7eb1af5947d0b0378522f926,102594678158116333791216414391276982990377500165768336344198363542304846610288,[],
loser_no,300,2026-06-13,United States vs. Paraguay,4-1,3,United States,Paraguay,Will Paraguay win on 2026-06-12?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x86f102a31cf4b12dbcf31ae8c62c526c0b538d5b7eb1af5947d0b0378522f926,102594678158116333791216414391276982990377500165768336344198363542304846610288,[],
loser_no,480,2026-06-13,United States vs. Paraguay,4-1,3,United States,Paraguay,Will Paraguay win on 2026-06-12?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x86f102a31cf4b12dbcf31ae8c62c526c0b538d5b7eb1af5947d0b0378522f926,102594678158116333791216414391276982990377500165768336344198363542304846610288,[],
loser_no,60,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti,Will Haiti win on 2026-06-13?,No,2,3,10000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,10000.0,0x05a303645ac39405969df3786b6e33c74ec3be9e1779adba11e619a10d1feab0,99897871216702939624682109313277545902772946802354610415792159063724772149997,[],
loser_no,120,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti,Will Haiti win on 2026-06-13?,No,2,4,11000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,11000.0,0x05a303645ac39405969df3786b6e33c74ec3be9e1779adba11e619a10d1feab0,99897871216702939624682109313277545902772946802354610415792159063724772149997,[],
loser_no,180,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti,Will Haiti win on 2026-06-13?,No,2,17,53493.95,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,17,53493.95,0x05a303645ac39405969df3786b6e33c74ec3be9e1779adba11e619a10d1feab0,99897871216702939624682109313277545902772946802354610415792159063724772149997,[],
loser_no,300,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti,Will Haiti win on 2026-06-13?,No,2,50,74417.25,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,50,74417.25,0x05a303645ac39405969df3786b6e33c74ec3be9e1779adba11e619a10d1feab0,99897871216702939624682109313277545902772946802354610415792159063724772149997,[],
loser_no,480,2026-06-14,Haiti vs. Scotland,0-1,1,Scotland,Haiti,Will Haiti win on 2026-06-13?,No,2,89,186726.455005,0.997,0.999,0.2919,0.0971,0,0,0,0,0,0,0,0,0,0,89,186726.455005,0x05a303645ac39405969df3786b6e33c74ec3be9e1779adba11e619a10d1feab0,99897871216702939624682109313277545902772946802354610415792159063724772149997,[],
loser_no,60,2026-06-14,Australia vs. Türkiye,2-0,2,Australia,Türkiye,Will Türkiye win on 2026-06-14?,No,3,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x48880e3355f031da13b5ed1142d209396bdec61acf6c0945234ff6e5edab9ebf,32181580374231980531833258220199034827857344173479780527253573416724110321095,[],
loser_no,120,2026-06-14,Australia vs. Türkiye,2-0,2,Australia,Türkiye,Will Türkiye win on 2026-06-14?,No,3,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x48880e3355f031da13b5ed1142d209396bdec61acf6c0945234ff6e5edab9ebf,32181580374231980531833258220199034827857344173479780527253573416724110321095,[],
loser_no,180,2026-06-14,Australia vs. Türkiye,2-0,2,Australia,Türkiye,Will Türkiye win on 2026-06-14?,No,3,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x48880e3355f031da13b5ed1142d209396bdec61acf6c0945234ff6e5edab9ebf,32181580374231980531833258220199034827857344173479780527253573416724110321095,[],
loser_no,300,2026-06-14,Australia vs. Türkiye,2-0,2,Australia,Türkiye,Will Türkiye win on 2026-06-14?,No,3,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x48880e3355f031da13b5ed1142d209396bdec61acf6c0945234ff6e5edab9ebf,32181580374231980531833258220199034827857344173479780527253573416724110321095,[],
loser_no,480,2026-06-14,Australia vs. Türkiye,2-0,2,Australia,Türkiye,Will Türkiye win on 2026-06-14?,No,3,3,497.97,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,3,497.97,3,497.97,3,497.97,0x48880e3355f031da13b5ed1142d209396bdec61acf6c0945234ff6e5edab9ebf,32181580374231980531833258220199034827857344173479780527253573416724110321095,[],
loser_no,60,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Curaçao,Will Curaçao win on 2026-06-14?,No,7,1,1000.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1000.0,0x0fe5bb2f2da60b0bcb4855dc0cc3101dd1028f6639479bdeefecacb0102869a8,23629742762044805884663386782361296528843864508469070874981829600983199849833,[],
loser_no,120,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Curaçao,Will Curaçao win on 2026-06-14?,No,7,4,11931.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,11931.0,0x0fe5bb2f2da60b0bcb4855dc0cc3101dd1028f6639479bdeefecacb0102869a8,23629742762044805884663386782361296528843864508469070874981829600983199849833,[],
loser_no,180,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Curaçao,Will Curaçao win on 2026-06-14?,No,7,4,11931.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,11931.0,0x0fe5bb2f2da60b0bcb4855dc0cc3101dd1028f6639479bdeefecacb0102869a8,23629742762044805884663386782361296528843864508469070874981829600983199849833,[],
loser_no,300,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Curaçao,Will Curaçao win on 2026-06-14?,No,7,6,17774.55,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,6,17774.55,0x0fe5bb2f2da60b0bcb4855dc0cc3101dd1028f6639479bdeefecacb0102869a8,23629742762044805884663386782361296528843864508469070874981829600983199849833,[],
loser_no,480,2026-06-14,Germany vs. Curaçao,7-1,6,Germany,Curaçao,Will Curaçao win on 2026-06-14?,No,7,7,19714.55,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,19714.55,0x0fe5bb2f2da60b0bcb4855dc0cc3101dd1028f6639479bdeefecacb0102869a8,23629742762044805884663386782361296528843864508469070874981829600983199849833,[],
loser_no,60,2026-06-14,Côte d'Ivoire vs. Ecuador,1-0,1,Côte d'Ivoire,Ecuador,Will Ecuador win on 2026-06-14?,No,2,16,18518.62,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,16,18518.62,0x3150ba668d15e1c248c71bcff71c67f1adf87063db7047f27f15ebbc9a1a6a0d,12239249230073108593853265047016452397635046603059734423159328031418185142103,[],
loser_no,120,2026-06-14,Côte d'Ivoire vs. Ecuador,1-0,1,Côte d'Ivoire,Ecuador,Will Ecuador win on 2026-06-14?,No,2,21,19302.321,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,400.0,2,409.5,21,19302.321,0x3150ba668d15e1c248c71bcff71c67f1adf87063db7047f27f15ebbc9a1a6a0d,12239249230073108593853265047016452397635046603059734423159328031418185142103,[],
loser_no,180,2026-06-14,Côte d'Ivoire vs. Ecuador,1-0,1,Côte d'Ivoire,Ecuador,Will Ecuador win on 2026-06-14?,No,2,22,19602.321,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,700.0,3,709.5,22,19602.321,0x3150ba668d15e1c248c71bcff71c67f1adf87063db7047f27f15ebbc9a1a6a0d,12239249230073108593853265047016452397635046603059734423159328031418185142103,[],
loser_no,300,2026-06-14,Côte d'Ivoire vs. Ecuador,1-0,1,Côte d'Ivoire,Ecuador,Will Ecuador win on 2026-06-14?,No,2,26,20999.401,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,6,2097.08,7,2106.58,26,20999.401,0x3150ba668d15e1c248c71bcff71c67f1adf87063db7047f27f15ebbc9a1a6a0d,12239249230073108593853265047016452397635046603059734423159328031418185142103,[],
loser_no,480,2026-06-14,Côte d'Ivoire vs. Ecuador,1-0,1,Côte d'Ivoire,Ecuador,Will Ecuador win on 2026-06-14?,No,2,43,23531.221,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,23,4628.9,24,4638.4,43,23531.221,0x3150ba668d15e1c248c71bcff71c67f1adf87063db7047f27f15ebbc9a1a6a0d,12239249230073108593853265047016452397635046603059734423159328031418185142103,[],
loser_no,60,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Tunisia,Will Tunisia win on 2026-06-14?,No,5,1,1.07,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,1.07,0xb5e6e5829c986107aebc5b4b18429b007a813f2b5ca860993020f27ef9f0e080,95961436438276274648111590113221839717037129077828768079417187451300708157059,[],
loser_no,120,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Tunisia,Will Tunisia win on 2026-06-14?,No,5,2,7.39,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,7.39,0xb5e6e5829c986107aebc5b4b18429b007a813f2b5ca860993020f27ef9f0e080,95961436438276274648111590113221839717037129077828768079417187451300708157059,[],
loser_no,180,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Tunisia,Will Tunisia win on 2026-06-14?,No,5,3,1007.39,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,1007.39,0xb5e6e5829c986107aebc5b4b18429b007a813f2b5ca860993020f27ef9f0e080,95961436438276274648111590113221839717037129077828768079417187451300708157059,[],
loser_no,300,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Tunisia,Will Tunisia win on 2026-06-14?,No,5,4,1977.07,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,1977.07,0xb5e6e5829c986107aebc5b4b18429b007a813f2b5ca860993020f27ef9f0e080,95961436438276274648111590113221839717037129077828768079417187451300708157059,[],
loser_no,480,2026-06-15,Sweden vs. Tunisia,5-1,4,Sweden,Tunisia,Will Tunisia win on 2026-06-14?,No,5,7,2814.52,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,2814.52,0xb5e6e5829c986107aebc5b4b18429b007a813f2b5ca860993020f27ef9f0e080,95961436438276274648111590113221839717037129077828768079417187451300708157059,[],
loser_no,60,2026-06-16,France vs. Senegal,3-1,2,France,Senegal,Will Senegal win on 2026-06-16?,No,3,7,16999.24,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,16999.24,0xc5c075c77d2b8a98606097f5e42c3e907a66debf4a4058131dc0160235fa8fed,92022632187246215787287602815388724108761706261985673266486207811501292317896,[],
loser_no,120,2026-06-16,France vs. Senegal,3-1,2,France,Senegal,Will Senegal win on 2026-06-16?,No,3,12,19790.52,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,12,19790.52,0xc5c075c77d2b8a98606097f5e42c3e907a66debf4a4058131dc0160235fa8fed,92022632187246215787287602815388724108761706261985673266486207811501292317896,[],
loser_no,180,2026-06-16,France vs. Senegal,3-1,2,France,Senegal,Will Senegal win on 2026-06-16?,No,3,14,30010.52,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,14,30010.52,0xc5c075c77d2b8a98606097f5e42c3e907a66debf4a4058131dc0160235fa8fed,92022632187246215787287602815388724108761706261985673266486207811501292317896,[],
loser_no,300,2026-06-16,France vs. Senegal,3-1,2,France,Senegal,Will Senegal win on 2026-06-16?,No,3,41,409184.089,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,41,409184.089,0xc5c075c77d2b8a98606097f5e42c3e907a66debf4a4058131dc0160235fa8fed,92022632187246215787287602815388724108761706261985673266486207811501292317896,[],
loser_no,480,2026-06-16,France vs. Senegal,3-1,2,France,Senegal,Will Senegal win on 2026-06-16?,No,3,53,430057.769,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,53,430057.769,0xc5c075c77d2b8a98606097f5e42c3e907a66debf4a4058131dc0160235fa8fed,92022632187246215787287602815388724108761706261985673266486207811501292317896,[],
loser_no,60,2026-06-16,Iraq vs. Norway,1-4,3,Norway,Iraq,Will Iraq win on 2026-06-16?,No,4,3,173.32,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,173.32,0xd986b03674d1e1bf54b9cf25448c667452975dc068ac12e36a0b23cf96cd1795,103292096022931638560942946093266102366339674018267621016505405891395378738562,[],
loser_no,120,2026-06-16,Iraq vs. Norway,1-4,3,Norway,Iraq,Will Iraq win on 2026-06-16?,No,4,3,173.32,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,173.32,0xd986b03674d1e1bf54b9cf25448c667452975dc068ac12e36a0b23cf96cd1795,103292096022931638560942946093266102366339674018267621016505405891395378738562,[],
loser_no,180,2026-06-16,Iraq vs. Norway,1-4,3,Norway,Iraq,Will Iraq win on 2026-06-16?,No,4,5,853.59,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,853.59,0xd986b03674d1e1bf54b9cf25448c667452975dc068ac12e36a0b23cf96cd1795,103292096022931638560942946093266102366339674018267621016505405891395378738562,[],
loser_no,300,2026-06-16,Iraq vs. Norway,1-4,3,Norway,Iraq,Will Iraq win on 2026-06-16?,No,4,7,1809.64,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,1809.64,0xd986b03674d1e1bf54b9cf25448c667452975dc068ac12e36a0b23cf96cd1795,103292096022931638560942946093266102366339674018267621016505405891395378738562,[],
loser_no,480,2026-06-16,Iraq vs. Norway,1-4,3,Norway,Iraq,Will Iraq win on 2026-06-16?,No,4,9,3809.64,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,3809.64,0xd986b03674d1e1bf54b9cf25448c667452975dc068ac12e36a0b23cf96cd1795,103292096022931638560942946093266102366339674018267621016505405891395378738562,[],
loser_no,60,2026-06-17,Argentina vs. Algeria,3-0,3,Argentina,Algeria,Will Algeria win on 2026-06-16?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0xc4dd64ba5844f4a50df03fc7dc37af5decf637aacb8527fd42ccb1fbc6068f5e,83554771066147186130313371221127174284151501448348970423954955127151861132629,[],
loser_no,120,2026-06-17,Argentina vs. Algeria,3-0,3,Argentina,Algeria,Will Algeria win on 2026-06-16?,No,4,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0xc4dd64ba5844f4a50df03fc7dc37af5decf637aacb8527fd42ccb1fbc6068f5e,83554771066147186130313371221127174284151501448348970423954955127151861132629,[],
loser_no,180,2026-06-17,Argentina vs. Algeria,3-0,3,Argentina,Algeria,Will Algeria win on 2026-06-16?,No,4,1,208.9,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,208.9,0xc4dd64ba5844f4a50df03fc7dc37af5decf637aacb8527fd42ccb1fbc6068f5e,83554771066147186130313371221127174284151501448348970423954955127151861132629,[],
loser_no,300,2026-06-17,Argentina vs. Algeria,3-0,3,Argentina,Algeria,Will Algeria win on 2026-06-16?,No,4,2,1143.41,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,1143.41,0xc4dd64ba5844f4a50df03fc7dc37af5decf637aacb8527fd42ccb1fbc6068f5e,83554771066147186130313371221127174284151501448348970423954955127151861132629,[],
loser_no,480,2026-06-17,Argentina vs. Algeria,3-0,3,Argentina,Algeria,Will Algeria win on 2026-06-16?,No,4,4,12717.85,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,12717.85,0xc4dd64ba5844f4a50df03fc7dc37af5decf637aacb8527fd42ccb1fbc6068f5e,83554771066147186130313371221127174284151501448348970423954955127151861132629,[],
loser_no,60,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Jordan,Will Jordan win on 2026-06-17?,No,3,4,1185.14,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,1185.14,0x5256dfc89708ca138d1dc892c81991f2798694e077d86843707aeb2b615b1e15,46945752277694518025846182305402436750046979095948727421425857174084956599530,[],
loser_no,120,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Jordan,Will Jordan win on 2026-06-17?,No,3,5,1567.14,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,1567.14,0x5256dfc89708ca138d1dc892c81991f2798694e077d86843707aeb2b615b1e15,46945752277694518025846182305402436750046979095948727421425857174084956599530,[],
loser_no,180,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Jordan,Will Jordan win on 2026-06-17?,No,3,8,1729.02,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,8,1729.02,0x5256dfc89708ca138d1dc892c81991f2798694e077d86843707aeb2b615b1e15,46945752277694518025846182305402436750046979095948727421425857174084956599530,[],
loser_no,300,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Jordan,Will Jordan win on 2026-06-17?,No,3,16,32264.57,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,16,32264.57,0x5256dfc89708ca138d1dc892c81991f2798694e077d86843707aeb2b615b1e15,46945752277694518025846182305402436750046979095948727421425857174084956599530,[],
loser_no,480,2026-06-17,Austria vs. Jordan,3-1,2,Austria,Jordan,Will Jordan win on 2026-06-17?,No,3,49,71825.764746,0.996,0.999,0.3896,0.0971,0,0,0,0,0,0,0,0,0,0,49,71825.764746,0x5256dfc89708ca138d1dc892c81991f2798694e077d86843707aeb2b615b1e15,46945752277694518025846182305402436750046979095948727421425857174084956599530,[],
loser_no,60,2026-06-17,England vs. Croatia,4-2,2,England,Croatia,Will Croatia win on 2026-06-17?,No,3,1,113.16,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,113.16,0x90b9d20ece132c342654f98e0826e972134b10f58d4789c2662bdc00eee44b13,9034480185288483907818863813870578943004451820809035153211779217075068299306,[],
loser_no,120,2026-06-17,England vs. Croatia,4-2,2,England,Croatia,Will Croatia win on 2026-06-17?,No,3,4,1164.93,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,1164.93,0x90b9d20ece132c342654f98e0826e972134b10f58d4789c2662bdc00eee44b13,9034480185288483907818863813870578943004451820809035153211779217075068299306,[],
loser_no,180,2026-06-17,England vs. Croatia,4-2,2,England,Croatia,Will Croatia win on 2026-06-17?,No,3,7,2342.01,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,2342.01,0x90b9d20ece132c342654f98e0826e972134b10f58d4789c2662bdc00eee44b13,9034480185288483907818863813870578943004451820809035153211779217075068299306,[],
loser_no,300,2026-06-17,England vs. Croatia,4-2,2,England,Croatia,Will Croatia win on 2026-06-17?,No,3,13,5525.44,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,13,5525.44,0x90b9d20ece132c342654f98e0826e972134b10f58d4789c2662bdc00eee44b13,9034480185288483907818863813870578943004451820809035153211779217075068299306,[],
loser_no,480,2026-06-17,England vs. Croatia,4-2,2,England,Croatia,Will Croatia win on 2026-06-17?,No,3,27,65831.14,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,27,65831.14,0x90b9d20ece132c342654f98e0826e972134b10f58d4789c2662bdc00eee44b13,9034480185288483907818863813870578943004451820809035153211779217075068299306,[],
loser_no,60,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Panama,Will Panama win on 2026-06-17?,No,2,3,142.84,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,142.84,0xeb0de200851ebb80eb722c8b02e2226fe76e91e86a7cfe7e38042632e42d5ae9,31139375658373627186377581234445414855633949084815334404242459933169147465734,[],
loser_no,120,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Panama,Will Panama win on 2026-06-17?,No,2,4,149.88,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,149.88,0xeb0de200851ebb80eb722c8b02e2226fe76e91e86a7cfe7e38042632e42d5ae9,31139375658373627186377581234445414855633949084815334404242459933169147465734,[],
loser_no,180,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Panama,Will Panama win on 2026-06-17?,No,2,9,5070.3,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,5070.3,0xeb0de200851ebb80eb722c8b02e2226fe76e91e86a7cfe7e38042632e42d5ae9,31139375658373627186377581234445414855633949084815334404242459933169147465734,[],
loser_no,300,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Panama,Will Panama win on 2026-06-17?,No,2,20,26905.86,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,20,26905.86,0xeb0de200851ebb80eb722c8b02e2226fe76e91e86a7cfe7e38042632e42d5ae9,31139375658373627186377581234445414855633949084815334404242459933169147465734,[],
loser_no,480,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Panama,Will Panama win on 2026-06-17?,No,2,50,59758.700664,0.989,0.999,1.0792,0.0971,0,0,0,0,0,0,4,2261.52,8,3588.190664,50,59758.700664,0xeb0de200851ebb80eb722c8b02e2226fe76e91e86a7cfe7e38042632e42d5ae9,31139375658373627186377581234445414855633949084815334404242459933169147465734,[],
loser_no,60,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan,Will Uzbekistan win on 2026-06-17?,No,3,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0x0ef9d17aff09c873dc47a93cfb13c42ab6274b4493e022fed1f228193714540d,53504024487378502663487349310829425980545843150628800243348359721789466008786,[],
loser_no,120,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan,Will Uzbekistan win on 2026-06-17?,No,3,3,930.76,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,930.76,0x0ef9d17aff09c873dc47a93cfb13c42ab6274b4493e022fed1f228193714540d,53504024487378502663487349310829425980545843150628800243348359721789466008786,[],
loser_no,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan,Will Uzbekistan win on 2026-06-17?,No,3,11,5594.71,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,11,5594.71,0x0ef9d17aff09c873dc47a93cfb13c42ab6274b4493e022fed1f228193714540d,53504024487378502663487349310829425980545843150628800243348359721789466008786,[],
